epoch,train_loss,val_loss,val_dice
1,0.21413978408587162,0.13976454332470895,0.33389601476112146
2,0.08447787801021246,0.05967204190790653,0.4745466893858975
3,0.04983213606295247,0.049254265055060385,0.4989995624125004
4,0.03617872092589206,0.03123491782695055,0.598620303273201
5,0.028801295830664903,0.029929513186216353,0.6128610935807228
6,0.02479971847426014,0.020901528596878053,0.6175665206857957
7,0.021654303956228464,0.0188882792647928,0.5955614080512897
8,0.020024834129826974,0.016486252723261714,0.6683454545261338
9,0.017849603341655987,0.01530661127064377,0.6387583194160834
10,0.015804285963590677,0.01609809490852058,0.7251467245817185
11,0.015330592964582031,0.013460484500974416,0.6939538600528613
12,0.013435259014651708,0.013155862963758409,0.7520859861373901
13,0.012641023825570412,0.00992322998587042,0.7998049807548523
14,0.012456094946589339,0.011170323165133595,0.7823838647478261
15,0.011323911830461419,0.009235907914116978,0.8079489680612459
16,0.010794469732129332,0.01017931651789695,0.7548847600305453
17,0.009813764944511848,0.010181573634035886,0.8082406568527222
18,0.010229244932229748,0.007597398138605058,0.843728746175766
19,0.00931920456052356,0.010456546107307077,0.7971898829936981
20,0.00891372316096186,0.009004954118281602,0.8101089251041412
21,0.008172812979186171,0.007688835323788226,0.8413987648487091
22,0.008324950484341474,0.007452381418552249,0.8315983172738924
23,0.007894936587358943,0.0075894593587145205,0.8010841914499178
24,0.007971837227870971,0.009428944340907037,0.8055575778707862
25,0.008107991204809794,0.005969908023253083,0.8666967129707337
26,0.007531752384404846,0.006214874517172575,0.8697267150878907
27,0.007082828326472247,0.0062139640003442765,0.8588460874557495
28,0.006264745347617846,0.011711757620796561,0.7503505837917328
29,0.006577712471885276,0.006421672725118697,0.8592641139030457
30,0.0066462387898133185,0.00643200513208285,0.840406072982587
31,0.006188946262564567,0.006654440665151924,0.8388652640581131
32,0.005770530188243439,0.0056118905474431815,0.8757347524166107
33,0.005641362044799525,0.006832226521801203,0.8320431315898895
34,0.00588637790559947,0.010521498126909137,0.7108557232702151
35,0.006473111672454565,0.01094992071390152,0.8047110748291015
36,0.006155816521991971,0.0062688166298903525,0.8509150099754333
37,0.005758622967931182,0.005694947824813426,0.8560874786227941
38,0.005087482039154824,0.006412154519930482,0.8394443913782016
39,0.004875034996223291,0.0056076814606785775,0.8608562248200178
40,0.0059744065038287815,0.006981989657506346,0.8411054921150207
41,0.004788850519810874,0.0049775100639089945,0.8841568183898926
42,0.0047073902362522665,0.005497885963413864,0.8737996089458465
43,0.004570272133619463,0.005537884290097281,0.8592093646526336
44,0.004410494417944914,0.005631825199816376,0.8673649152601137
45,0.004343959159539247,0.006033912879647687,0.8573982860147953
46,0.004966383322430444,0.00577236007200554,0.8750790202617645
47,0.004334149835513063,0.00579283905448392,0.8740832054615021
48,0.00474571936165791,0.00576990177272819,0.8756471812725067
49,0.0047628747022753284,0.005999531772686168,0.8551656496524811
50,0.00440927186737376,0.004725193292833865,0.8921019959449769
51,0.00397374001355265,0.0058912189665716146,0.8632810481870546
52,0.003767968252062476,0.0052397583704441785,0.8786500108242035
53,0.0035946469326730494,0.004888590374030173,0.8978991830348968
54,0.003734712073665708,0.004958005329826847,0.8914823210239411
55,0.0035942354027375693,0.004861377703491598,0.8931797015666961
56,0.003755041497681517,0.005334307325538248,0.8778461349010468
57,0.004191843238198269,0.006458252620650456,0.8464313139766455
58,0.00356605356124225,0.006408996181562543,0.8577622034400701
59,0.0035951809974169822,0.005056782917818054,0.8786097609996796
60,0.003266148231799483,0.004409212679602206,0.9031492829322815
61,0.003741773976004791,0.006182296385522932,0.861254632123746
62,0.004403137837697369,0.00490963407442905,0.8860205554962158
63,0.0032148711892438175,0.004645482869818807,0.8980985116958619
64,0.002976021333479412,0.004974257682915777,0.879071281850338
65,0.0028906664114595696,0.005405233775964007,0.882585221529007
66,0.0027691060340334544,0.004841025245841592,0.897885056734085
67,0.0031988034069524523,0.008601822007913143,0.8150434041023255
68,0.003937783981094297,0.004935076159890741,0.888727707862854
69,0.0029228219835130205,0.0048741874378174545,0.895519602894783
70,0.0030785763138659336,0.005389879392459988,0.879172967323102
71,0.00261622059748001,0.005393464639782905,0.888222844004631
72,0.0025869389303940994,0.0050835517444647845,0.8987993955612182
73,0.002476965111200485,0.005309084301115945,0.8918248295783997
74,0.005060430926088773,0.00565166168496944,0.8725730156898499
75,0.0037535491516473255,0.005374038730515167,0.8834301418066025
76,0.0026931612337094397,0.005340065610362217,0.8810512422025204
77,0.0024955357646573007,0.005310717733809724,0.8915060138702393
78,0.002410593956737273,0.005554242065409198,0.8898874419927597
79,0.0030959899614678536,0.0056693786277901385,0.8788784956932068
80,0.0033376778122557677,0.0062670041876845065,0.8650579898804426
