epoch,train_loss,val_loss,val_dice
1,0.5909031757286617,0.5829961001873016,0.10554729402065277
2,0.3947806826659611,0.49156664311885834,0.05041882582008839
3,0.3242198867457254,0.3765359967947006,0.11241264641284943
4,0.2772094053881509,0.3420459032058716,0.2681732177734375
5,0.2410929948091507,0.28390738368034363,0.30426087975502014
6,0.2083788514137268,0.22364266961812973,0.35327595472335815
7,0.18313523488385336,0.20104634761810303,0.47815725207328796
8,0.1624441636460168,0.1649993658065796,0.5158436596393585
9,0.1444589410509382,0.1403065323829651,0.5280794501304626
10,0.1297807033572878,0.13144665956497192,0.5760504305362701
11,0.11647103088242668,0.11799031123518944,0.6212252378463745
12,0.10670885124376842,0.12250043451786041,0.5562840402126312
13,0.10371440542595727,0.16635141521692276,0.5102746188640594
14,0.09603202236550194,0.1471773162484169,0.47826889157295227
15,0.08717892531837736,0.08447965607047081,0.4802491068840027
16,0.07913742533751897,0.07224007695913315,0.5682572424411774
17,0.07217768792595182,0.0694202333688736,0.5805912017822266
18,0.0669352508016995,0.0665118657052517,0.6026259958744049
19,0.06203782611659595,0.06420595571398735,0.5579411387443542
20,0.05711774102279118,0.06341373547911644,0.6185594797134399
21,0.053861538746527264,0.06039772368967533,0.5901266932487488
22,0.05088530906609127,0.054512010887265205,0.5878778398036957
23,0.050574861999068944,0.07287737354636192,0.14030933380126953
24,0.05231008891548429,0.11047756671905518,0.43732263147830963
25,0.04786386926259313,0.048756588250398636,0.5971719920635223
26,0.04391525526131902,0.04535369202494621,0.6364675164222717
27,0.042088977460350306,0.04426535777747631,0.6690255403518677
28,0.04020593475018229,0.0515278410166502,0.6260614097118378
29,0.03903153698359217,0.04033987037837505,0.5469298660755157
30,0.03683904877730778,0.03867119550704956,0.6219729483127594
31,0.03449534837688718,0.04970446974039078,0.6319558620452881
32,0.03390472116214888,0.03992385417222977,0.6446771323680878
33,0.033128270879387856,0.03493562527000904,0.6227808594703674
34,0.03133554410721574,0.03210978023707867,0.7044880986213684
35,0.029518094712070057,0.03809508867561817,0.6902527511119843
36,0.032364723937852044,0.03247389756143093,0.5562003552913666
37,0.02983650511928967,0.03445875085890293,0.7024848461151123
38,0.027885546375598227,0.029520933516323566,0.7248183190822601
39,0.025952849004949843,0.02880718093365431,0.7230923771858215
40,0.026234507294637815,0.029288701713085175,0.7161953449249268
41,0.02642864441233022,0.02746038604527712,0.7341375648975372
42,0.024830535586391176,0.029339375905692577,0.688161700963974
43,0.024989896320870945,0.026126760989427567,0.6997528076171875
44,0.02317400117005621,0.02546373661607504,0.7453177869319916
45,0.022370596017156328,0.025348001159727573,0.7137669920921326
46,0.021580992532627925,0.02471337839961052,0.7353884875774384
47,0.02124877194208758,0.023884623311460018,0.7419111430644989
48,0.020450510350721225,0.022934661246836185,0.7483227550983429
49,0.01956905078675066,0.022282308898866177,0.7633488476276398
50,0.01843256184032985,0.023165695369243622,0.7338150441646576
51,0.018438237586191723,0.022206172347068787,0.7494671642780304
52,0.018093250691890717,0.022747717797756195,0.7334593832492828
