epoch,train_loss,val_loss,val_dice
1,0.25748799995908256,0.15978480577468873,0.4122535143029381
2,0.10947080352638341,0.08138330914080143,0.5374263332225382
3,0.06513904152980333,0.052369226980954406,0.46247902504401284
4,0.044924125629418256,0.05077307233586907,0.5357364075258374
5,0.03474340157559778,0.02999162315391004,0.6743551015853881
6,0.028566843535326705,0.025296495109796525,0.6636297054588794
7,0.023838662188735944,0.021184296812862158,0.7022606194019317
8,0.021562228745580475,0.02160540095064789,0.6640436008572579
9,0.02075201726247427,0.016254674131050705,0.7222462944686413
10,0.017225625618254838,0.02198198242112994,0.6813836455345154
11,0.01530797820821216,0.012310363713186234,0.7807114228606225
12,0.014728890584569566,0.016296698863152416,0.7421076975762844
13,0.013242037303722169,0.01103295274078846,0.7816427081823349
14,0.01166652994749101,0.011877213174011558,0.7693310655653477
15,0.010969158052761533,0.02582485827151686,0.6324615083634854
16,0.014470465254345083,0.010047163628041745,0.7972653359174728
17,0.01098976960505913,0.009411887789610773,0.816252114623785
18,0.009335106978475859,0.011425785021856427,0.7882548175752163
19,0.009181343194368426,0.008296719461213797,0.8372527793049812
20,0.008845572519010003,0.007999427616596222,0.8231478199362755
21,0.008015228170147048,0.009118111082352698,0.813531843572855
22,0.007936998126038078,0.010253904812270776,0.7775700651109219
23,0.007251450118514462,0.007111429516226053,0.857997677475214
24,0.007286581795815897,0.007003887539030984,0.85887496098876
25,0.006938425028295834,0.007125083584105596,0.8588388800621033
26,0.007392590834546976,0.006910908990539611,0.84864012748003
27,0.006045935762444912,0.006406599999172613,0.8673887193202973
28,0.006484938137781441,0.007680916605750099,0.8332225412130356
29,0.006747958074984011,0.006736687052762136,0.851919274032116
30,0.005948776421962377,0.006293795668170787,0.861865495890379
31,0.005547169198081652,0.005804968980373815,0.8758149176836014
32,0.005106032928422423,0.005565294501138851,0.8813152879476547
33,0.005188804556751223,0.005898554841405712,0.8762509383261203
34,0.004901509858001778,0.006514364926260896,0.8722371622920037
35,0.005215097556208979,0.006505211876356043,0.8687530010938644
36,0.0057743482514213814,0.008499897707952186,0.8174550190567971
37,0.005430136021827878,0.006021442779456265,0.8752940639853477
38,0.004556293893293065,0.005705577580374666,0.8754471078515053
39,0.00460257987960395,0.006474011851241812,0.8684119939804077
40,0.005700653373953426,0.006307250712416135,0.8665276966989041
41,0.006818481505099873,0.006802675395738334,0.8608794286847115
42,0.005491758781835979,0.006284829825744964,0.8715163476765155
43,0.004222362925581445,0.005189706411329098,0.8825560986995697
44,0.003997039030338461,0.005193761916598305,0.8866378605365753
45,0.0037565013656062603,0.005372099424130283,0.88060133010149
46,0.004052931451330056,0.005211739044170827,0.8853928685188294
47,0.003553766531050441,0.005154958795174025,0.8903107836842536
48,0.0035091847976333685,0.005493036357802339,0.8863975301384925
49,0.0036061170403742454,0.006026477046543732,0.8793662205338478
50,0.004115165541349332,0.005920831218827516,0.8719145998358726
51,0.004866747113933516,0.009710380755132064,0.8230232656002044
52,0.005551757065865176,0.005531647440511734,0.8841384246945381
53,0.0035511839319215025,0.005171375855570659,0.8864849045872688
54,0.003206745850340805,0.005675755941774696,0.8849159881472588
55,0.0032118879276316,0.0060474917525425555,0.871280076354742
56,0.0031417451542507433,0.005868484018719755,0.8836342945694924
